Adidas                            ,                                                                                       ,                       ,                                                                                                       ,                                                                             ,                                                     ,                          ,                   ,                                 , 
Country                           , Supplier Name                                                                         , Tier                  , Address 1                                                                                             , Address 2                                                                   , Address 3                                           , City                     , Postal Code       , State                           , Product Type
Turkey                            , Gelal Corap Sanayi ve Ticaret A.S. (Cankiri)                                          , Tier 1 - Primary      , Yeni Mah. Organize Sanayi Bolgesi                                                                     , 1.Cad. No:8                                                                 ,                                                     , sabanozu                 , 18650             , Cankiri                         , Accessories
Turkey                            , Turkuaz Tekstil San. ve Tic. A.Ş.                                                     , Tier 1 - Primary      , Akçeşme Mahallesi 2053 Sokak No.3 Merkez Efendi                                                       ,                                                                             ,                                                     , Denizli                  , 20020             , Denizli                         , Accessories
Turkey                            , Gelal Corap Sanayi ve Ticaret A.S. - IST                                              , Tier 1 - Primary      , Akcaburgaz Mah. 117. Sok. No:2                                                                        , Esenyurt                                                                    ,                                                     , Istanbul                 , 34500             , Istanbul                        , Accessories
Ukraine                           , Hoch-Bereg LTD - Facility 1                                                           , Tier 1 – Subcontractor, Petofi Street  29                                                                                     , Petofi Street  29                                                           ,                                                     , Velyki Berehy            , 90242             , Zakarpats'ka                    , Accessories
Ukraine                           , Hoch-Bereg LTD - Facility 2                                                           , Tier 1 - Primary      , Petoefi  Street  7                                                                                    , Petoefi  Street  7                                                          ,                                                     , Nagybegany               , 90232             , Zakarpats'ka                    , Accessories
Ukraine                           , Hoch-Bereg LTD - Facility 3                                                           , Tier 1 – Subcontractor, Macsola Street 112/1                                                                                  ,                                                                             ,                                                     , Beregszász               , 90200             , Zakarpats'ka                    , Accessories
United Kingdom                    , Elms Marketing Ltd                                                                    , Tier 1 - Primary      , Hulley Road                                                                                           , Hurdsfield Industrial Estate                                                ,                                                     , Macclesfield             , SK10 2LP          , England                         , Apparel
United Kingdom                    , Exceptio Ltd                                                                          , Tier 1 - Primary      , Station Lane                                                                                          , Asfordby                                                                    , Leicestershire                                      , Leicestershire           , LE14 3SL          , England                         , Accessories
United Kingdom                    , Slick Stitch Embroidery Co. Ltd.                                                      , Tier 1 - Primary      , Old Heath Road                                                                                        , Wolverhampton                                                               ,                                                     , Wolverhampton            , WV1 2BF           , England                         , Apparel
United Kingdom                    , Totalprint Ltd.                                                                       , Tier 1 - Primary      , "Station Road, Gedney Hill"                                                                           ,                                                                             ,                                                     , Spalding                 , PE12 0NP          , England                         , Accessories
United Kingdom                    , TRC Ltd                                                                               , Tier 1 - Primary      , Kestrel Mill                                                                                          , Wellington St                                                               , Hyde                                                , Cheshire                 , SK14 2BU          , England                         , Apparel
United States of America          , adidas Indy                                                                           , Tier 1 - Primary      , 8677 Impact Ct.                                                                                       ,                                                                             , Indianapolis                                        , Indianapolis             , 46219             , Indiana                         , Apparel
United States of America          , All Star Lettering                                                                    , Tier 1 – Subcontractor, 9419 Ann St                                                                                           ,                                                                             ,                                                     , Santa Fe Springs         , 90670             , California                      , Apparel
United States of America          , LA LA LAND PRODUCTION & DESIGN                                                        , Tier 1 - Primary      , 1701 S SANTA FE AVE                                                                                   ,                                                                             ,                                                     , Los Angeles              , 90021             , California                      , Footwear
United States of America          , "Liebe Dallas, LLC"                                                                   , Tier 1 – Subcontractor, 2030 S Hwy 45                                                                                         ,                                                                             ,                                                     , Corsicana                , 75110             , Texas                           , Apparel
United States of America          , "Paramount Apparel International, Inc."                                               , Tier 1 – Subcontractor, #1 Paramount Drive                                                                                    , P.O. Box 98                                                                 , N/A                                                 , Bourbon                  , 65441             , Missouri                        , Apparel
United States of America          , Team Pride Athletic Apparel LLC                                                       , Tier 1 – Subcontractor, 2196 Sweetgum Rd                                                                                      ,                                                                             ,                                                     , Rochester                , 46975             , Indiana                         , Apparel
United States of America          , RJ Liebe Company                                                                      , Tier 1 – Subcontractor, 582 Goddard Ave                                                                                       ,                                                                             ,                                                     , Chesterfield             , 63005             , Missouri                        , Apparel
United States of America          , "Spirit Threads, LLC"                                                                 , Tier 1 – Subcontractor, 681 N. Plano Road                                                                                     , Suite 101                                                                   ,                                                     , Richardson               , 75081             , Texas                           , Apparel
United States of America          , T Formation of Tallahassee Inc.                                                       , Tier 1 – Subcontractor, 864 Commerce Blvd.                                                                                    ,                                                                             ,                                                     , Midway                   , 32343             , Florida                         , Apparel
United States of America          , Big Game Sports                                                                       , Tier 1 - Primary      , 13835 Welch Rd                                                                                        , Suite #103                                                                  ,                                                     , Dallas                   , 75244             , Texas                           , Accessories
United States of America          , Team Edition Apparel                                                                  , Tier 1 - Primary      , 4208 19th Street Court East                                                                           ,                                                                             ,                                                     , Bradenton                , 34208             , Florida                         , Apparel
United States of America          , Triform Custom Apparel                                                                , Tier 1 - Primary      , 13205 Arrington Road                                                                                  ,                                                                             ,                                                     , Grandview                , 64030             , Missouri                        , Apparel
Vietnam                           , 99 Vina Company Limited                                                               , Tier 1 – Subcontractor, "Lot 23B, Road B, Linh Trung Export Processing Zone II,"                                              , "Binh Chieu Ward, "                                                         , Thu Duc District                                    , Ho Chi Minh              , 700000            , Thanh pho Ho Chi Minh           , Apparel
Vietnam                           , Alena Viet Nam Footwear Limited                                                       , Tier 1 - Primary      , "Land plot No.566, Map sheet No. 24, Vuc Phac Hamlet "                                                , "Dinh Lien Commune, Yen Dinh District"                                      ,                                                     , Thanh Hoa City           , 41011             , Thanh Hoa                       , Footwear
Vietnam                           , ALIVIA VIETNAM FOOTWEAR COMPANY LIMITED                                               , Tier 1 - Primary      , THIEU HOA TOWN                                                                                        , THIEU HOA DISTRICT                                                          ,                                                     , THANH HOA PROVINCE       ,                   , THANH HOA                       , Footwear
Vietnam                           , Alliance One Apparel Company Limited                                                  , Tier 1 - Primary      , "Zone B (Lot B1, B2, B5, B6, B7, B8, B9, B10, B11, B12), Giao Long Industrial Zone, An Phuoc Commune" , Chau Thanh District                                                         ,                                                     , Ben Tre                  , 930000            , Ben Tre                         , Apparel
Vietnam                           , AN HUNG GROUP JOINT STOCK COMPANY                                                     , Tier 1 - Primary      , "KM18+800 HIGHWAY 7A, CONG THANH COMMUNE, YEN THANH DISTRICT, NGHE AN PROVINCE, VIETNAM"              ,                                                                             ,                                                     , NGHE AN                  , 43600             , Nghe An                         , Apparel
Vietnam                           , Apache Footwear Vietnam Company Limited                                               , Tier 1 - Primary      , Lot 79                                                                                                , "Long giang Industrial Park,"                                               , "Tan Lap 1 Commune, Tan Phuoc District"             , Tien Giang               , 84000             , Tien Giang                      , Footwear
Vietnam                           , "Bowker (Vietnam) Garment Factory Co., Ltd"                                           , Tier 1 - Primary      , "Lot K1-2-3-4-5, Road 6, Dong An IP, Binh Hoa Ward, Thuan An City, Binh Duong Province, Vietnam"      , Dong An Industrial Park                                                     , Thuan An City                                       , THUAN AN                 , 72000             , Binh Duong                      , Apparel
Vietnam                           , "BOWKER (VIETNAM) GARMENT PRINTING FACTORY CO., LTD. "                                , Tier 1 – Subcontractor, "Lot C1.5, Road D3, Dong An II Industrial Park, "                                                     , Hoa Phu Ward.                                                               ,                                                     , Thu Dau Mot              , 820000            , Binh Duong                      , Apparel
Vietnam                           , Branch 1 - Greentech Headgear Company Limited in Dong Nai                             , Tier 1 - Primary      , "Building#1, 2, 3, 4, 5, 6, 22, 23, 24, 25 Road No. 3"                                                , Industrial Zone Nhon Trach 2 - Nhon Phu                                     , Phu Hoi Commune                                     , Nhon Trach District      , 76000             , Select                          , Accessories
Vietnam                           , BRANCH 2 - JIA HSIN CO LTD.                                                           , Tier 1 – Subcontractor, LAND LOT NO. 2737                                                                                     , MAP NO. 04                                                                  , LONG PHUOC HAMLET                                   , TIEN GIANG PROVINCE      , 82000             ,                                 , Footwear
Vietnam                           , BUSINESS LOCATION- BRANCH OF INTERNATIONNAL B2B SOLUTION COMPANY LIMITED              , Tier 1 – Subcontractor, "ROAD NO 3,NHON TRACH 1 INDUSTRIAL PARK,PHU HOI COMMUNE"                                              ,                                                                             ,                                                     , NHON TRACH DISTRICT      ,                   , Dong Nai                        , Footwear
Vietnam                           , "Chang Chun Vina Co., Ltd"                                                            , Tier 1 – Subcontractor, "Street D1, Block B"                                                                                  , An Ngai Industrial Zone-Small Scale Industry                                , An Ngai Commune                                     , Long Dien                , 78000             , Ba Ria-Vung Tau                 , Footwear
Vietnam                           , "Chi Hung Co., Ltd."                                                                  , Tier 1 - Primary      , "My Hiep Quater, Thai Hoa ward,"                                                                      , Tan Uyen City                                                               , Binh Duong Province                                 , Binh Duong Province      , 75000             , Binh Duong                      , Footwear
Vietnam                           , "Ci Bao Co., Ltd (SHD)"                                                               , Tier 1 - Primary      , "N5 Street, Suoi Tre Industrial Park"                                                                 , Suoi Tre Ward                                                               , Long Khanh City                                     , Dong Nai Province        , 76000             , Dong Nai                        , Footwear
Vietnam                           , Dai Luc Dong Nai Joint Stock Company                                                  , Tier 1 – Subcontractor, "Group 14, Hamlet 1, Vinh Tan Commune, Vinh Cuu District"                                             ,                                                                             ,                                                     , Dong Nai                 , 76000             , Dong Nai                        , Footwear
Vietnam                           , Delta Galil Vietnam                                                                   , Tier 1 - Primary      , "Phu Kim Village, Cat Trinh Commune,"                                                                 , Phu Cat District                                                            ,                                                     , Phu Cat District         , 820000            , Binh Dinh                       , Apparel
Vietnam                           , Dong Hy Garment Branch - TNG Investment and Trading Joint Stock Company               , Tier 1 - Primary      , "Ngoi Cheo Hamlet, Nam Hoa Commune"                                                                   ,                                                                             ,                                                     , Dong Hy District         , 24000             , Thai Nguyen                     , Apparel
Vietnam                           , ELITE FOOTWEAR COMPANY LIMITED                                                        , Tier 1 – Subcontractor, "NO.222,ROAD 833,WARD 5"                                                                              ,                                                                             ,                                                     , TAN AN CITY              ,                   , Long An                         , Footwear
Vietnam                           , Elite Investment Worldwide Company Limited                                            , Tier 1 – Subcontractor, 1657/3E National Road 1A                                                                              , An Phu Dong Ward                                                            , District 12                                         , Ho Chi Minh              , 70000             , Dist 12                         , Apparel
Vietnam                           , Elite Long Thanh Co Ltd                                                               , Tier 1 - Primary      , "Lot D,"                                                                                              , "Loc An, Binh Son Industrial Park"                                          , Long Thanh District                                 , Dong Nai                 , 76212             , Dong Nai                        , Apparel
Vietnam                           , "Fashion Garments 2 Co., Ltd - Tan Phu Branch"                                        , Tier 1 - Primary      , "Road 3, Tan Phu Industrial Zone, "                                                                   , Tan Phu District                                                            , Dong Nai                                            , Tan Phu District         , 810000            , Dong Nai                        , Apparel
Vietnam                           , "G AND G FASHION (VIETNAM) CO., LTD"                                                  , Tier 1 – Subcontractor, "LOT C, LOC AN-BINH SON INDUSTRIAL ZONE,BINH SON COMMUNE"                                             ,                                                                             ,                                                     , LONG THANH DISTRICT      ,                   , Dong Nai                        , Apparel
Vietnam                           , Giap Quan Thang Limited Liability Company                                             , Tier 1 – Subcontractor, "Long An B Area, Cai Tac Town, Chau Thanh A"                                                          ,                                                                             ,                                                     , Hau Giang                , 84711             , Hau Giang                       , Footwear
Vietnam                           , GIAP QUAN THANG ONE MEMBER CO. LTD - BUSINESS LOCATION NO.1                           , Tier 1 – Subcontractor, "Xeo Vong A Hamlet, "                                                                                 , "Hiep Loi Commune,"                                                         , Nga Bay Town                                        , HAU GIANG PROVINCE       , 95000             ,                                 , Footwear
Vietnam                           , Haivina Hong Linh Co. Ltd.                                                            , Tier 1 - Primary      , "Nam Hong Industrial zone, Dau Lieu Ward,"                                                            ,                                                                             ,                                                     , Hong Linh                , 480000            , Ha Tinh                         , Apparel
Vietnam                           , "Haivina Kim Lien Co., Ltd."                                                          , Tier 1 - Primary      , "NAM GIANG INDUSTRIAL COMPLEX,"                                                                       , NAM GIANG COMMUNE                                                           ,                                                     , NAM DAN DISTRICT         , 44611             , Nghe An                         , Apparel
Vietnam                           , HONG DAT INTERNATIONAL EMBROIDERY PRINTING COMPANY LIMITED                            , Tier 1 – Subcontractor, "LIEN MINH INDUSTRIAL AREA,"                                                                          , "BINH TIEN 2 HAMLET,"                                                       , "DUC HOA HA COMMUNE,"                               , DUC HOA DISTRICT         ,                   , Long An                         , Apparel
Vietnam                           , "Hung Way Co., Ltd"                                                                   , Tier 1 - Primary      , "Area C, Lot.R. 29b-33-35-37-39"                                                                      , "Tan Thuan Road, Tan Thuan Export Processing Zone"                          , "Tan Thuan Dong Ward, District 7"                   , Ho Chi Minh              , 700000            , Ho Chi Minh                     , Accessories
Vietnam                           , Hwa Seung Vina Co.Ltd (Long Thanh branch)                                             , Tier 1 – Subcontractor, Valley 47 Industrial Group                                                                            , Tam Phuoc Ward                                                              ,                                                     , Bien Hoa                 , 76000             , Dong Nai                        , Footwear
Vietnam                           , HWASEUNG RACH GIA COMPANY LIMITED (HSRG)                                              , Tier 1 – Subcontractor, "Street No. 4, Thanh Loc Industrial Park,"                                                            ,                                                                             ,                                                     , Chau Thanh Sub district  , 91000             , Kien Giang                      , Footwear
Vietnam                           , "HWASEUNG VINA CO., LTD"                                                              , Tier 1 - Primary      , NHON TRACH 1 INDUSTRIAL ZONE                                                                          , PHU HOI COMMUNE                                                             , NHON TRACH DISTRICT                                 , DONG NAI PROVINCE        , 81000             ,                                 , Footwear
Vietnam                           , INNOTEX TRADE PRODUCT JOIN STOCK COMPANY                                              , Tier 1 – Subcontractor, "Lot F4,Giao Long Industrial Park, An Phuoc Commune"                                                  , Chau Thanh                                                                  ,                                                     , Ben Tre                  , 86000             ,                                 , Apparel
Vietnam                           , "Jasan socks Vietnam Co., LTD"                                                        , Tier 1 - Primary      , "No.2, Road 17, Vsip Hai Phong Township, "                                                            , " Industrial & Service Park, Thuy Trieu ward,"                              , Thuy Nguyen district                                , Hai Phong city           , 180000            , Hai Phong                       , Accessories
Vietnam                           , "Jia Hsin Co., Ltd."                                                                  , Tier 1 - Primary      , "Lot No D1, D2, D3, D4, D5, D6, C11, C12, C13, C14, C15A, C15B, C16A, C16B, C17, C18, C19, C20, C21A,", "C22A, C23A, C24A, apart of Lot No B6, B7,B8, B9, Cau Tram Industrial Zone,", "Cau Tram Hamlet, Long Trach Commune"               , Can Duoc District        , 850000            , Long An                         , Footwear
Vietnam                           , Jia Hsin Company Limited(Tien Giang)                                                  , Tier 1 – Subcontractor, "Hamlet 5A, Phu Cuong Commune"                                                                        , "Cai Lay District, Tien Giang Province"                                     ,                                                     , Tien Giang               , 84000             , Tien Giang                      , Footwear
Vietnam                           , JIE XIN SHOES COMPANY LIMITED                                                         , Tier 1 – Subcontractor, TAN TRUNG COMMUNE                                                                                     ,                                                                             ,                                                     , GO CONG CITY             ,                   , TIEN GIANG                      , Footwear
Vietnam                           , Lacty Company Limited                                                                 , Tier 1 - Primary      , No. 3-5 Ten Lua Street                                                                                , An Lac A Ward                                                               , Binh Tan District                                   , Ho Chi Minh              , 70000             , Ho Chi Minh                     , Footwear
Vietnam                           , Lacty II Co. Ltd.                                                                     , Tier 1 - Primary      , "Lot B1, B2"                                                                                          , Tan Phu Thanh Industrial Zone - phase 1                                     , "Tan Phu Thanh Ward, Chau Thanh A district"         , Hau Giang                , 95000             , Hau Giang                       , Footwear
Vietnam                           , Longway Vietnam Company Limited                                                       , Tier 1 - Primary      , "Lot HC1, Road 3"                                                                                     , Xuyen A Industrial Park                                                     , My Hanh Bac Commune                                 , Tan An                   , 850000            , Long An                         , Accessories
Vietnam                           , Longwell Vietnam                                                                      , Tier 1 - Primary      , Dau Giay Industrial Park                                                                              ,                                                                             ,                                                     , Huyen Thong Nhat         , 81000             ,                                 , Footwear
Vietnam                           , MEGA SURPLUS VIETNAM FOOTWEAR COMPANY LIMITED                                         , Tier 1 – Subcontractor, "Khóm Vĩnh Hòa, community Tân Ngãi, city Vĩnh Long, province Vĩnh Long"                               ,                                                                             ,                                                     , Vinh Long                , 85000             , Vinh Long                       , Footwear
Vietnam                           , MINH TRI THAI BINH COMPANY LIMITED                                                    , Tier 1 – Subcontractor, "Bui Vien street, "                                                                                   , "Nguyen Duc Canh industrial zone,"                                          , "Tran Hung Dao Ward,"                               , Thai Binh City           , 06106             , Thai Binh                       , Apparel
Vietnam                           , NV Apparel Company Limited                                                            , Tier 1 - Primary      , Lot C1 Binh Hoa Industrial Zone                                                                       , "An Giang, Vietnam 880000"                                                  ,                                                     , An Giang                 , 880000            ,                                 , Apparel
Vietnam                           , Peak Speed Printing Company Ltd                                                       , Tier 1 – Subcontractor, "No. 19, National Road 1A, Hamlet 5,"                                                                 , "My Yen Commune,"                                                           , Ben Luc District                                    , Tan An City              , 82607             , Long An                         , Apparel
Vietnam                           , POU PHONG VIETNAM COMPANY LTD( Subcon with  Areas: PDN_ BK07 & BB26)                  , Tier 1 – Subcontractor, "BAU XEO INDUSTRIAL ZONE, 61 COMMUNE"                                                                 , TRANG BOM DISTRICT                                                          , "DONG NAI, DONG NAI PROVINCE"                       , Dong Nai                 , 810000            , Dong Nai                        , Footwear
Vietnam                           , Pouyuen Vietnam Company Limited (PYV)                                                 , Tier 1 - Primary      , D10/89Q National road 1A Tan Tao ward                                                                 , Binh Tan District                                                           , Ho Chi Minh city                                    , Thanh pho Ho Chi Minh    , 70000             , Ho Chi Minh                     , Footwear
Vietnam                           , Premier Global (Vietnam) Garment Company Limited                                      , Tier 1 - Primary      , "Lot C, Road 1"                                                                                       , Dong An Industrial Zone                                                     , Thuan An township                                   , Binh Duong Province      , 70590000          , Binh Duong                      , Apparel
Vietnam                           , PUNGKOOK SAIGON TWO CORPORATION                                                       , Tier 1 - Primary      , Quarter 1A                                                                                            , An Phu Ward                                                                 , Thuan An Town                                       , Binh Duong               , 820000            , Binh Duong                      , Accessories
Vietnam                           , "Quang Viet (Tien Giang) Co., Ltd"                                                    , Tier 1 - Primary      , "Lot KI-1, 2 Tan Huong IZ"                                                                            , Tan Huong Commune                                                           , Chau Thanh Dist.                                    , Tien Giang               , 84000             , Tien Giang                      , Apparel
Vietnam                           , Regent Garment Factory Ltd.                                                           , Tier 1 - Primary      , "Nam Sach Industrial Zone, Hai Duong City"                                                            ,                                                                             ,                                                     , Hai Duong                ,                   , Hai Duong                       , Apparel
Vietnam                           , "Regina Miracle International Vietnam Co., ltd"                                       , Tier 1 - Primary      , "Land lot No: IN3- 2*(A2~A4), IN3-6A, P1-SP1F, P1-SP1A, P1-SP1E  9 East – West Road,"                 , "VSIP Hai Phong Township, Industrial and Service Park, "                    , "Duong Quan commune, Thuy Nguyen District"          , Hai Phong City           , 04300             , Select                          , Apparel
Vietnam                           , Rollsport Vietnam Footwear Company Limited [Rollsport No. 1]                          , Tier 1 – Subcontractor, "CN01 area, Hoang Long Industrial Zone, Tao Xuyen Ward"                                               , Tao Xuyen Ward                                                              ,                                                     , Thanh Hoa City           , 440000            , Thanh Hoa                       , Footwear
Vietnam                           , Saigon Jim Brother's Corp (EVM)                                                       , Tier 1 - Primary      , Binh Chuan Production Area                                                                            , Binh Chuan Ward                                                             , Thuan An City                                       , Binh Duong Province      , 72000             , Binh Duong                      , Footwear
Vietnam                           , Scavi Hue Company                                                                     , Tier 1 - Primary      , "Phong Dien Industrial Zone, Phong Dien Town, Phong Dien District"                                    ,                                                                             ,                                                     , Thua Thien Hue           , 530000            , Thua Thien-Hue                  , Apparel
Vietnam                           , SHYANG HUNG CHENG INDUSTRIAL CO.LTD                                                   , Tier 1 - Primary      , AN THANH WARD                                                                                         ,                                                                             ,                                                     , THUAN AN CITY            ,                   , BINH DUONG                      , Footwear
Vietnam                           , "SHYANG YING CO., LTD"                                                                , Tier 1 – Subcontractor, "B1 to B12 and E1 to E12, Dong Xoai II Industrial Zone, Tien Thanh Commune"                           , Tien Thanh Commune                                                          , Dong Xoai Town                                      , Dong Xoai                , 831320            , Binh Phuoc                      , Footwear
Vietnam                           , Star Fashion Company Limited                                                          , Tier 1 - Primary      , "Lot CN-B4, Phu Nghia Industrial Park,"                                                               , "Phu Nghia Commune,"                                                        , "Chuong My District,"                               , Hanoi                    , 100000            , Thu Do Ha Noi                   , Apparel
Vietnam                           , Starite International Vietnam Limited                                                 , Tier 1 - Primary      , "Bau Xeo Industrial Park, Trang Bom District,"                                                        ,                                                                             ,                                                     , Bien Hoa                 , 810000            , Dong Nai                        , Accessories
Vietnam                           , TERA SURPLUS VIET NAM ENTERPRISE LIMITED                                              , Tier 1 – Subcontractor, "HAMLET 4, THANH PHU COMMUNE"                                                                         , CAU KE DISTRICT                                                             ,                                                     , TRA VINH PROVINCE        , N/A               ,                                 , Footwear
Vietnam                           , "TREMON SPORTING GOODS ENTERPRISE CO., LTD"                                           , Tier 1 - Primary      , "Road No. 5, Trang Bang Industrial Park"                                                              , An Tinh Precinct                                                            ,                                                     , Trang Bang Town          , 80000             , Tay Ninh                        , Accessories
Vietnam                           , "TY BACH CO., LTD"                                                                    , Tier 1 – Subcontractor, "Lot D, Binh Minh Industrial Zone,"                                                                   , "My Hung 2 Hamlet, My Hoa Village"                                          ,                                                     , Binh Minh Town           , 85510             , Vinh Long                       , Footwear
Vietnam                           , "Ty Thanh Footwear Co.,Ltd"                                                           , Tier 1 – Subcontractor, "Quarter 4 (land parcel no.29, map no.23; land parcel no.30, map no.23),"                             , "Ba Tri Town, "                                                             ,                                                     , "Ba Tri District, "      , 86806             , Ben Tre                         , Footwear
Vietnam                           , "Unipax Co., Ltd"                                                                     , Tier 1 - Primary      , Plot 101/2 +101/4 road 3                                                                              , Long Binh IP (Amata)                                                        ,                                                     , Bien Hoa City            , 810000            , Dong Nai                        , Accessories
Vietnam                           , "Unipax Vi Thanh Co., Ltd."                                                           , Tier 1 – Subcontractor, "Lot A13-A17, Vi Thanh Industrial -Handicraft Cluster, Ward  VII,"                                    ,                                                                             ,                                                     , Vi Thanh City            , 00000             , Hau Giang                       , Accessories
Vietnam                           , VIET NAM VICTORY SHOES COMPANY LIMITED                                                , Tier 1 - Primary      , "Lot C, Lot D,  VU THU INDUSTRIAL CLUSTERS,   VU THU DISTRICT"                                        ,                                                                             ,                                                     , Thai Binh province       , 0                 ,                                 , Footwear
Vietnam                           , "VIETNAM ELITE GLOBAL FOOTWEAR MANUFACTURING CO.,LTD"                                 , Tier 1 – Subcontractor, QUARTER 9                                                                                             , BEN LUC TOWN                                                                ,                                                     , BEN LUC DISTRICT         ,                   , LONG AN                         , Footwear
Vietnam                           , Vietnam Elite Shoes Co. Ltd.                                                          , Tier 1 - Primary      , "Long Dinh - Long Cang Industrial Park, Hamlet 4"                                                     , Long Cang Commune                                                           ,                                                     , Can Duoc                 , 0                 , Long An                         , Footwear
Vietnam                           , "Vinh Long Footwear Co., Ltd."                                                        , Tier 1 - Primary      , "Hoa Phu Industrial Zone, Thanh Hung Hamlet"                                                          , "Hoa Phu Village, Long Ho District"                                         ,                                                     , Vinh Long                , 890000            , Vinh Long                       , Footwear
Vietnam                           , WORLDON (VIET NAM) COMPANY LIMITED                                                    , Tier 1 - Primary      , "Lot D1, Road D4, Dong Nam IP, Hoa Phu commune, "                                                     , Cu Chi district                                                             ,                                                     , Ho Chi Minh              , 71600             , Ho Chi Minh                     , Apparel
Vietnam                           , "Yong Hao Co., Ltd"                                                                   , Tier 1 – Subcontractor, "A part lot CN12, D1 and N4 Street, "                                                                 , "Song Than 3 Industrial Park,"                                              , Phu Tan Ward                                        , Thu Dau Mot              , 75112             , Binh Duong                      , Footwear
Vietnam                           , ZHONG XIN FOOTWARE ONE MEMBER COMPANY LIMITED                                         , Tier 1 – Subcontractor,                                                                                                       ,                                                                             ,                                                     , BEN LUC DISTRICT         ,                   , LONG AN                          , Footwear 
